rows,aajtak.csv,AmarUjalaNews.csv,BloombergQuint.csv,bsindia.csv,BTVI.csv,businessline.csv,CNBCTV18Live.csv,CNBC_Awaaz.csv,CNNnews18.csv,DainikBhaskar.csv,DDNewsLive.csv,DeccanChronicle.csv,DeccanHerald.csv,dna.csv,EconomicTimes.csv,ETNOWlive.csv,FinancialXpress.csv,firstpost.csv,FortuneIndia.csv,fpjindia.csv,HindustanTimes.csv,htTweets.csv,HuffPostIndia.csv,IndianExpress.csv,IndiaToday.csv,indiatvnews.csv,JagranNews.csv,livemint.csv,LogicalIndians.csv,mid_day.csv,MirrorNow.csv,MumbaiMirror.csv,NavbharatTimes.csv,ndtv.csv,ndtvindia.csv,NDTVProfit.csv,NewIndianXpress.csv,News18India.csv,News24.csv,NEWS9.csv,newslaundry.csv,NewsX.csv,OfficialRDIndia.csv,Oneindia.csv,otvnews.csv,Outlookindia.csv,postcard_news.csv,qzindia.csv,RealRediffCom.csv,republic.csv,ReutersIndia.csv,rightlog_in.csv,RisingKashmir.csv,rpbreakingnews.csv,RVCJ_FB.csv,ScoopWhoop.csv,scroll_in.csv,SundayGuardian.csv,SwarajyaMag.csv,TheAsianAgeNews.csv,thebetterindia.csv,TheDailyPioneer.csv,thenewsminute.csv,TheQuint.csv,TheStatesmanLtd.csv,thetribunechd.csv,TheWeek.csv,thewire_in.csv,the_hindu.csv,TimesNow.csv,otimesofindia.csv,WIONews.csv,YahooNews.csv,YouthKiAwaaz.csv,ZeeBusiness.csv,ZeeNews.csv
otvnews.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022625759,0.002007507,0.002058127,0.001461302,0.013559475,0.010905772,0.001779881,0.001441652,0.006609392,0.002586091,0.020124208,0.015409744,0.001004706,0.007509609,0.002642048,0.032856558,0.002993445,0.006337912,0.011219677,0.00093717,0.012641686,0.000216459,0.008924126,0.009127975,0.011651754,0.010689273,0.004790466,0.000840459,0.006199359,0.007549383,0.015514874
Outlookindia.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01093205,0.025516962,0.015062019,0.046467013,0.079015186,0.008167964,0.019748722,0.02000798,0.006268824,0.035167354,0.117729993,0.014972884,0.043984146,0.032462706,0.021204315,0.025744621,0.083729228,0.093920734,0.009879977,0.034880783,0.005134659,0.084512343,0.02603003,0.015077339,0.012836772,0.033351714,0.007944837,0.018122999,0.042536474,0.023125753
postcard_news.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006451953,0.005958858,0.020038143,0.005433411,0.086603073,0.004206681,0.004458493,0.003201272,0.003945787,0.010615886,0.011592701,0.081923096,0.012089992,0.003878573,0.03556756,0.016725254,0.010474329,0.005415505,0.011682794,0.000563164,0.007022672,0.00177632,0.001657802,0.001082321,0.031679462,0.000464777,0.002837506,0.00863584,0.002775759
qzindia.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016072659,0.007118635,0.014750321,0.007527615,0.006978637,0.003630858,0.001732023,0.015323362,0.039587622,0.020361688,0.023191242,0.030170877,0.005561423,0.024411144,0.036413061,0.02463373,0.015310877,0.023051247,0.004648223,0.021073946,0.002235657,0.001198001,0.001130373,0.021216938,0.001822051,0.014434356,0.018559529,0.001656397
RealRediffCom.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003581877,0.006143359,0.006318729,0.003412673,0.002754896,0.000836923,0.003376437,0.008612252,0.026465522,0.011412293,0.093339504,0.001796421,0.03966674,0.013494047,0.007098476,0.015666065,0.023174951,0.001210741,0.004825981,0.001083265,0.00067361,0.000587067,0.010033673,0.002768656,0.003615496,0.009500009,0.001133773
republic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04417857,0.018811937,0.011267821,0.019295583,0.011928601,0.023627731,0.05871467,0.004020529,0.073643054,0.008203606,0.020238806,0.012245622,0.040300238,0.06089753,0.003791016,0.015584637,0.001347443,0.065509625,0.038498538,0.037035919,0.025345084,0.040664242,0.003999693,0.006607916,0.031878345,0.045329969
ReutersIndia.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004438797,0.009671772,0.010650518,0.003688002,0.034224945,0.067740274,0.005629821,0.026142687,0.012799281,0.027932834,0.011047075,0.042312351,0.055983592,0.003953358,0.01625369,0.005386286,0.055397672,0.04482466,0.024492246,0.021404391,0.020081357,0.014049501,0.01263937,0.031769492,0.041107528
rightlog_in.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004395723,0.003402489,0.003745278,0.004390569,0.009544814,0.01716303,0.102887363,0.011592742,0.004193667,0.038784556,0.015329579,0.007080133,0.006866093,0.009530825,0.00044435,0.006134796,0.001132321,0.001097745,0.000654862,0.038569353,0.000289126,0.003064783,0.006581826,0.001843077
RisingKashmir.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003670778,0.001957598,0.00520192,0.024030966,0.004791125,0.013183,0.00940037,0.003187333,0.007642675,0.015744442,0.021825265,0.004335629,0.017344592,0.00094401,0.021979227,0.004293624,0.003172573,0.00281148,0.015928974,0.001183399,0.006193172,0.00513883,0.003647391
rpbreakingnews.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003309466,0.005162981,0.020689061,0.002443298,0.015751166,0.007024266,0.005090236,0.007903649,0.014160748,0.019853204,0.002863904,0.013531081,0.00036606,0.021115576,0.007790517,0.005465153,0.004882488,0.011766826,0.000936228,0.004484249,0.017861736,0.012613359
RVCJ_FB.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014537324,0.008477489,0.000512546,0.006957058,0.001555268,0.003022787,0.001624774,0.006298977,0.010688668,0.002708788,0.003817797,0.000215609,0.008206502,0.003015937,0.002438509,0.002311069,0.006606286,0.00052186,0.002425628,0.004232738,0.00338816
ScoopWhoop.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07745329,0.003525029,0.015910963,0.007631801,0.019970042,0.006677747,0.024839568,0.05301466,0.003915612,0.015645203,0.001864728,0.040701183,0.008336828,0.006784335,0.006127452,0.014297306,0.002022029,0.022296571,0.010191087,0.008977975
scroll_in.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010062867,0.055512821,0.02265869,0.026973454,0.019494885,0.098508095,0.233049793,0.009264801,0.037896175,0.004467011,0.263992628,0.024621879,0.013504847,0.011694047,0.038927057,0.004674959,0.028282403,0.02912287,0.017299504
SundayGuardian.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017022635,0.045431582,0.001977861,0.054771586,0.015195801,0.007342503,0.016750608,0.014644132,0.00154045,0.005796385,0.000906506,0.000514196,0.000416902,0.01388811,0.000730421,0.005113876,0.005086184,0.000752264
SwarajyaMag.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023087812,0.017420401,0.048410146,0.065305973,0.04395309,0.008879433,0.034639037,0.002180208,0.041232015,0.008082916,0.006239465,0.004306007,0.071057214,0.002185406,0.011272791,0.025261542,0.009332313
TheAsianAgeNews.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003833261,0.089491112,0.031570169,0.017745721,0.042915678,0.044460917,0.002977137,0.013645587,0.002428946,0.001488022,0.001189501,0.022711665,0.003366562,0.009259259,0.014381535,0.002497149
thebetterindia.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005010483,0.015596655,0.0194102,0.001777514,0.00648437,0.000889731,0.022100855,0.020610699,0.020758883,0.018235486,0.00995668,0.001710596,0.048510171,0.00814216,0.028018886
TheDailyPioneer.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032503907,0.016026187,0.03084163,0.040701403,0.001987169,0.012389934,0.002172175,0.001322014,0.001026671,0.034784945,0.001397243,0.008623458,0.013378986,0.002186733
thenewsminute.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077106678,0.011188489,0.033692904,0.003346899,0.068424287,0.013327203,0.008624399,0.007115895,0.042674487,0.004240131,0.017638041,0.026854817,0.010374382
TheQuint.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008131871,0.032841874,0.00302314,0.201428767,0.025461107,0.015730441,0.013667569,0.035838738,0.004338262,0.020895798,0.030304639,0.018839377
TheStatesmanLtd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021310293,0.001057746,0.005945437,0.000900596,0.000488003,0.00043608,0.013865158,0.000476338,0.004541864,0.004746253,0.00074605
thetribunechd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001955808,0.027851904,0.004578445,0.002705177,0.002409641,0.030544708,0.002249466,0.012612942,0.016681495,0.00426362
TheWeek.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003244654,0.000720716,0.000372042,0.000478531,0.002354061,0.011265206,0.001146965,0.001522032,0.000417058
thewire_in.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032474868,0.016309647,0.014761807,0.028892853,0.00435489,0.018347195,0.023878384,0.019990645
the_hindu.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303599673,0.274658068,0.005291001,0.005080627,0.005562824,0.009997864,0.241133507
TimesNow.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475626301,0.003704932,0.003752394,0.002710552,0.007347101,0.249084266
otimesofindia.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002827346,0.004110678,0.002547876,0.006094172,0.206899963
WIONews.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002040636,0.011086869,0.031878978,0.006379036
YahooNews.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000688967,0.003334426,0.005647101
YouthKiAwaaz.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005522811,0.006633542
ZeeBusiness.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163015
ZeeNews.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
